,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
128812,US,"This wine is mostly Merlot (59%), with the balance a mix of five other varieties. Aromas of herb, baking spice, cherry and blue fruit are followed by quite sweet fruit flavors. It delivers easy-drinking appeal.",,85,14.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Mercer Canyons 2014 Red (Horse Heaven Hills),Red Blend,Mercer Canyons
128836,US,"A line up of McGregor's 2010 and 2011 Pinot Noirs make a bold statement for Finger Lakes Pinot, but the regular label 2011 is drinking particularly well now. Lifted violet and berry notes are intoxicating on this spicy, deftly balanced wine. Rich, ripe black-cherry and raspberry flavors blend into a liquid silk on the palate, but are framed squarely by fine-grained tannins and a spray of cranberry acidity. The finish goes on and on. Likely to drink beautifully from now through at least 2020.",,92,30.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,McGregor 2011 Pinot Noir (Finger Lakes),Pinot Noir,McGregor
128844,US,"Beautifully shaped and full bodied, this offers opulent ripe fruit aromas and rich, luxurious texture. Substantial concentrated flavors suggest dark cherry, clove and blackberry. There are no sharp edges yet the wine has firm tannins and a sense of good balance despite its weight.",Angel Hawk,92,85.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Black Kite 2012 Angel Hawk Pinot Noir (Anderson Valley),Pinot Noir,Black Kite
128881,Australia,"Dry woody notes reminiscent of sawdust join apple and citrus fruit on the nose of this medium-bodied wine. There's a bit of a hollow in the midpalate, where tart apple, pineapple and lemon flavors take hold, finishing crisp.",,85,14.0,Victoria,Central Victoria,,Joe Czerwinski,@JoeCz,Four Sisters 2015 Chardonnay (Central Victoria),Chardonnay,Four Sisters
128895,US,"Soft and simple, this full-bodied effort shows a char of toasted oak as strong flavors of root beer and cola meet dark cherry and berry.",,85,30.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Scott Family 2014 Pinot Noir (Russian River Valley),Pinot Noir,Scott Family
128898,France,"This soft, warm version of Malbec has light tannins and attractive acidity. Fruity and crisp with bright red berry fruit, it will be ready to drink from 2018.",La Réserve,85,,France Other,Vin de France,,Roger Voss,@vossroger,Lionel Osmin & Cie 2015 La Réserve Malbec (Vin de France),Malbec,Lionel Osmin & Cie
128902,France,"This typical Provence blend with bubbles has a spicy, pepper-like edge as well as crisp fruit. Bright acidity and a creamy mousse give it an attractive, refreshing aftertaste.",Bulles de Brigue Brut Nature,85,40.0,France Other,Vin Mousseux,,Roger Voss,@vossroger,Château de Brigue NV Bulles de Brigue Brut Nature Sparkling (Vin Mousseux),Sparkling Blend,Château de Brigue
128915,US,"Even by De Loach's standards of enormously ripe Zinfandels, this one stands out. It's a hydrogen bomb of a wine, fantastically rich in berries and fruits that have a slightly dried quality to them. The tannins are thick, and the alcohol seems higher and hotter than the stated 14.5% by volume.",Riebli Valley Vineyard,88,34.0,California,Sonoma County,Sonoma,,,De Loach 2009 Riebli Valley Vineyard Zinfandel (Sonoma County),Zinfandel,De Loach
128923,Spain,"Apple, pear and green-melon aromas are clean and typical for Albariño from Rías Baixas. In the mouth, this feels healthy, with leesy weight matched by firm acids. Flavors of melon, apple, green herbs and grass finish with a note of saline and sea shell.",,89,20.0,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Pazo de Barrantes 2012 Albariño (Rías Baixas),Albariño,Pazo de Barrantes
128950,US,"Varietal bottlings of Sangiovese are an extreme rarity in this appellation, yet this wine makes its case for more. It shows aromas of herbs, cigar box, mocha, plum and raspberry jam. Flavors convey purity and concentration, with the tannins providing a lightly chalky feel.",,91,25.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Foundry Vineyards 2012 Sangiovese (Walla Walla Valley (WA)),Sangiovese,Foundry Vineyards
128969,US,"From the family's Roberts Road Vineyard below Gap's Crown, this earthy, foresty, plummy and gamy wine offers a luscious mouthfeel and silky tannins. Structured, it's built for pairing. A tangy red cherry and citrus twist on the palate provides a refreshing sensibility, before ending bright and light.",Sangiacomo Vineyard,91,54.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Sojourn 2013 Sangiacomo Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Sojourn
128984,Spain,"For a mature, high-end taste of the Levante, this blend of 70% Cabernet with 15% each of Merlot and Syrah is at the top of the heap. It smells exotic and smooth, like sandalwood, baked berries and brandied plums. On the palate it feels firm and secure, with juicy, deep flavors of cassis and slow-cooked black cherry. This is a bullish red to drink now.",Santa Rosa Reserva,93,50.0,Levante,Alicante,,Michael Schachner,@wineschach,Enrique Mendoza 2006 Santa Rosa Reserva Red (Alicante),Red Blend,Enrique Mendoza
128993,US,"Almost impenetrably dark, this juicy Syrah includes 25% Cabernet Sauvignon. The Red Mountain fruit brings a blast of boysenberry and black cherry fruit, heightened with citrusy acidity. It's an expression of pure fruit power, with barrel notes of black coffee and tannins that taste of wet rock. This is a wine that should have a good decade of life ahead.",Ruckus,93,38.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Sparkman 2009 Ruckus Syrah (Red Mountain),Syrah,Sparkman
128999,US,"Intense and concentrated, this Chardonnay powerfully displays the pedigree of its mountain terroir. The Meyer lemondrop candy, orange and apricot fruit flavors are enriched with minerals and uplifted by bright acidity, while the oak influence lends a tension of opulence. A very fine, elegant and sophisticated wine for drinking now.",Broken Road,93,40.0,California,Alexander Valley,Sonoma,,,Stonestreet 2010 Broken Road Chardonnay (Alexander Valley),Chardonnay,Stonestreet
129000,France,"A blend of 70% Marsanne and 30% Roussanne, this is unusually aromatic for a white Hermitage, with perfumed notes of pineapple and melon underscored by hints of graphite. It's plump on the midpalate and custardy-rich in texture, yet focused and long on the finish. Drink now, or sometime after 2017.",,93,79.0,Rhône Valley,Hermitage,,Joe Czerwinski,@JoeCz,Maison Nicolas Perrin 2009 White (Hermitage),Rhône-style White Blend,Maison Nicolas Perrin
129010,US,"Blackberry and cherry go toe-to-toe with a dark, savory element full of granite, dusty herbs and earth in this elegantly restrained red wine. A blend of Cabernet Sauvignon, Syrah and Merlot, it offers a more muted expression of black fruit lifted by bright acidity and fine feathery tannins.",Motley Cru,88,35.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Brooklyn Oenology 2012 Motley Cru Red (North Fork of Long Island),Red Blend,Brooklyn Oenology
129011,Chile,"Candied berry aromas are clean and pleasant. This is solid on the palate, with a bit of reduction. Jammy plum, cassis and spice flavors finish slightly raw in feel, with an oaky shading.",,88,14.0,Colchagua Valley,,,Michael Schachner,@wineschach,Calcu 2013 Malbec (Colchagua Valley),Malbec,Calcu
129017,France,"Régnié, is the newest of the Beaujolais cru village appellations. The grapes come from vines owned by the chateau, giving a wine that is all about ripe fruit and some firm tannins. It is still developing and will be better from 2017.",,88,16.0,Beaujolais,Régnié,,Roger Voss,@vossroger,Château de Pizay 2015  Régnié,Gamay,Château de Pizay
129028,US,"Bright aromas of vanilla, custard, flowers and peach lead to a creamy palate, filled with vanilla notes. The oak plays a bit too prominent of a fiddle but there are lots of good things going on.",The Estates Clifton Vineyard,88,22.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Milbrandt 2014 The Estates Clifton Vineyard Viognier (Wahluke Slope),Viognier,Milbrandt
129037,US,"All Malbec aged in neutral oak, this wine opens with pure, penetrating aromas of plum, cedar, mushroom, spice and high-toned herbs. The palate is elegant in style—almost delicate—with bright, tart fruit flavors. Will show best at the dinner table.",Côt Red Wine Dineen Vineyard,88,26.0,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Savage Grace 2014 Côt Red Wine Dineen Vineyard Malbec (Rattlesnake Hills),Malbec,Savage Grace
129039,US,This wine is mostly Roussanne (58%) with the rest equal parts Marsanne and Grenache Blanc. The aromas of herb and peach are light and are followed by elegant lightly styled fruit flavors.,Apparition White Wine,88,24.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Sparkman 2014 Apparition White Wine White (Yakima Valley),Rhône-style White Blend,Sparkman
129061,France,"There is an attractive hint of toastiness here, since the bottle was disgorged in February 2014. That brings a roundness and a complexity to this classic Blanc de Blancs. As its name indicates the grapes come from the village of Cramant on the Côte des Blancs, and there are suggestions of the chalk terroir in the tight minerality and crisp apple that come through in the aftertaste.",Mumm de Cramant Blanc de Blancs Brut,93,75.0,Champagne,Champagne,,Roger Voss,@vossroger,G. H. Mumm NV Mumm de Cramant Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,G. H. Mumm
129070,Israel,"This wine starts off smelling overly ripe, with sweet orange, yellow apple flesh, peach supreme and juicy melon aromas that flood the bouquet. The mouth is full and round, but a nutty accent adds depth to the palate while medium acidity helps to lift the medium-length close.",Gilgal,87,16.0,Galilee,,,Lauren Buzzeo,@laurbuzz,Golan Heights Winery 2009 Gilgal Chardonnay (Galilee),Chardonnay,Golan Heights Winery
129087,Italy,"Made from organically farmed fruit, this wine has distinctive aromas of wild fennel and rosemary, backed by touches of forest berry, cured meat and bresaola. Firm but silky tannins are followed by smoked bacon and leather notes.",,87,100.0,Tuscany,Brunello di Montalcino,,,,Fonterenza 2007  Brunello di Montalcino,Sangiovese Grosso,Fonterenza
129125,Chile,"Spicy plum, olive and dry herbal aromas get this crisp, medium-bodied Carmenère off to a fair start. The palate is firm and a touch clampy, with bold acidity. Flavors of pepper, red plum, herbs and oak finish with lasting spice notes and a hint of fennel.",Reserva,87,12.0,Apalta,,,Michael Schachner,@wineschach,Apaltagua 2013 Reserva Carmenère (Apalta),Carmenère,Apaltagua
129137,Italy,"Scaccomatto (“checkmate” in Italian) is an extraordinary synthesis between muffa nobile (botrytis) and the Albana grape native to Romagna, on the Adriatic flank of Italy. Aromas are immediate and intense and recall peach, honey, dried flowers and natural rubber. A silky, rich mouthfeel is backed by perfect sweetness and cooling acidity.",Scaccomatto Passito Botrytis,92,50.0,Central Italy,Albana di Romagna,,,,Fattoria Zerbina 2006 Scaccomatto Passito Botrytis  (Albana di Romagna),Albana,Fattoria Zerbina
129149,France,"91-93 There is a certain toughness her. The dense and firm character gives a solid, textured wine, packed with acidity. Foursquare and chunky.",Barrel sample,92,,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Duhart-Milon 2010 Barrel sample  (Pauillac),Bordeaux-style Red Blend,Château Duhart-Milon
129150,France,"91-93 Smoky acidity and juicy, very fresh fruit. The wine certainly has dry tannins, along with this delicious waft of black berry fruit juice.",Barrel sample Le Clarence de Haut-Brion,92,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Haut-Brion 2010 Barrel sample Le Clarence de Haut-Brion  (Pessac-Léognan),Bordeaux-style Red Blend,Château Haut-Brion
129179,France,"This is a blend of Sémillon and Cabernet Franc. With its creamy texture and bright citrus flavors, it is an attractively fruity wine. Its crisp fruitiness makes it dry, although there is a soft side to the wine that blunts the acidity. Drink now.",Cuvée de l'Abbaye Brut,85,15.0,Bordeaux,Crémant de Bordeaux,,Roger Voss,@vossroger,Jaillance NV Cuvée de l'Abbaye Brut  (Crémant de Bordeaux),Sparkling Blend,Jaillance
129183,France,"The wine has too much wood. Tannins and spice as well as toast are present, but not enough fruit.",,84,13.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Grand Pascaud 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Grand Pascaud
129191,France,This is a light- to medium-bodied rosé made exclusively from Syrah grown in the northern reaches of the Rhône Valley. The cooler climate gives it a lighter bearing and redder fruit flavors than many other Rhône rosés: this one resembles red plum and pineapple. Drink now.,Première Note Rosé de,84,16.0,Rhône Valley,Collines Rhôdaniennes,,Joe Czerwinski,@JoeCz,Cave de Tain 2016 Première Note Rosé de Syrah (Collines Rhôdaniennes),Syrah,Cave de Tain
129192,France,"Firm with tannins, this is a dry wine. Its tough structure dominates the berry fruit, needing time to balance out. Drink from 2018.",,84,13.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Guitar 2015  Bordeaux,Bordeaux-style Red Blend,Château Guitar
129196,Spain,"Prickly, sharp aromas of citrus, matchstick and haystack are low on fruit. This Verdejo has a sharp acidic feel and pyrazinic flavors of cactus and bell pepper along with standard citrus.",,84,14.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Viña Mayor 2016 Verdejo (Rueda),Verdejo,Viña Mayor
